event_id,arm,reward_type,reward_value,delay_minutes,occurred_at
evt_001831,educacao_financeira,click,0.1,97.2,2026-01-07T23:03:36.117068+00:00
evt_001831,educacao_financeira,journey_start,0.3,925.0,2026-01-08T12:51:24.117068+00:00
evt_001831,educacao_financeira,conversion,1.0,10995.0,2026-01-15T12:41:24.117068+00:00
evt_001834,oferta_deposito,click,0.1,133.1,2026-01-07T23:54:53.297655+00:00
evt_001835,sem_oferta,click,0.1,6.7,2026-01-07T21:49:18.304555+00:00
evt_001835,sem_oferta,journey_start,0.3,607.1,2026-01-08T07:49:42.304555+00:00
evt_001836,simulador_credito,click,0.1,172.0,2026-01-08T00:39:15.774873+00:00
evt_001843,simulador_credito,click,0.1,128.3,2026-01-08T00:32:22.751436+00:00
evt_001844,educacao_financeira,click,0.1,41.2,2026-01-07T23:12:20.828092+00:00
evt_001844,educacao_financeira,journey_start,0.3,1148.5,2026-01-08T17:39:38.828092+00:00
evt_001844,educacao_financeira,conversion,1.0,18841.8,2026-01-21T00:32:56.828092+00:00
evt_001850,oferta_deposito,click,0.1,123.8,2026-01-08T01:04:09.657371+00:00
evt_001850,oferta_deposito,journey_start,0.3,716.8,2026-01-08T10:57:09.657371+00:00
evt_001850,oferta_deposito,conversion,1.0,2849.6,2026-01-09T22:29:57.657371+00:00
evt_001852,simulador_credito,click,0.1,27.8,2026-01-07T23:38:56.088096+00:00
evt_001852,simulador_credito,journey_start,0.3,432.1,2026-01-08T06:23:14.088096+00:00
evt_001855,educacao_financeira,click,0.1,67.1,2026-01-08T00:35:08.576700+00:00
evt_001855,educacao_financeira,journey_start,0.3,1269.7,2026-01-08T20:37:44.576700+00:00
evt_001855,educacao_financeira,conversion,1.0,13657.0,2026-01-17T11:05:02.576700+00:00
evt_001857,sem_oferta,click,0.1,169.7,2026-01-08T02:23:46.183283+00:00
evt_001857,sem_oferta,journey_start,0.3,448.0,2026-01-08T07:02:04.183283+00:00
evt_001858,educacao_financeira,click,0.1,154.9,2026-01-08T02:13:16.208525+00:00
evt_001858,educacao_financeira,journey_start,0.3,1431.8,2026-01-08T23:30:10.208525+00:00
evt_001859,sem_oferta,click,0.1,34.3,2026-01-08T00:21:35.659792+00:00
evt_001859,sem_oferta,journey_start,0.3,1057.6,2026-01-08T17:24:53.659792+00:00
evt_001859,sem_oferta,conversion,1.0,11352.3,2026-01-15T20:59:35.659792+00:00
evt_001860,oferta_deposito,click,0.1,35.1,2026-01-08T00:27:57.283008+00:00
evt_001864,educacao_financeira,click,0.1,94.2,2026-01-08T01:46:21.879571+00:00
evt_001865,educacao_financeira,click,0.1,141.9,2026-01-08T02:37:56.489809+00:00
evt_001869,simulador_credito,click,0.1,39.3,2026-01-08T01:34:07.159301+00:00
evt_001873,oferta_deposito,click,0.1,91.9,2026-01-08T02:45:05.293566+00:00
evt_001873,oferta_deposito,journey_start,0.3,216.5,2026-01-08T04:49:41.293566+00:00
evt_001873,oferta_deposito,conversion,1.0,5528.1,2026-01-11T21:21:17.293566+00:00
evt_001877,oferta_deposito,click,0.1,61.2,2026-01-08T02:24:25.779843+00:00
evt_001877,oferta_deposito,journey_start,0.3,805.9,2026-01-08T14:49:07.779843+00:00
evt_001877,oferta_deposito,conversion,1.0,14113.8,2026-01-17T20:37:01.779843+00:00
evt_001878,simulador_credito,click,0.1,106.1,2026-01-08T03:20:05.996273+00:00
evt_001878,simulador_credito,journey_start,0.3,433.2,2026-01-08T08:47:11.996273+00:00
evt_001892,simulador_credito,click,0.1,174.7,2026-01-08T05:26:58.137049+00:00
evt_001893,oferta_deposito,click,0.1,89.2,2026-01-08T04:12:05.183863+00:00
evt_001893,oferta_deposito,journey_start,0.3,458.2,2026-01-08T10:21:05.183863+00:00
evt_001894,educacao_financeira,click,0.1,15.8,2026-01-08T03:00:50.694000+00:00
evt_001894,educacao_financeira,journey_start,0.3,117.2,2026-01-08T04:42:14.694000+00:00
evt_001900,educacao_financeira,click,0.1,91.5,2026-01-08T04:45:22.112457+00:00
evt_001901,oferta_deposito,click,0.1,96.9,2026-01-08T04:57:16.376090+00:00
evt_001902,educacao_financeira,click,0.1,62.7,2026-01-08T04:25:39.284068+00:00
evt_001902,educacao_financeira,journey_start,0.3,643.6,2026-01-08T14:06:33.284068+00:00
evt_001902,educacao_financeira,conversion,1.0,10692.7,2026-01-15T13:35:39.284068+00:00
evt_001903,oferta_deposito,click,0.1,151.4,2026-01-08T05:54:35.022024+00:00
evt_001903,oferta_deposito,journey_start,0.3,1174.8,2026-01-08T22:57:59.022024+00:00
evt_001906,simulador_credito,click,0.1,147.4,2026-01-08T06:09:00.611461+00:00
evt_001906,simulador_credito,journey_start,0.3,1183.3,2026-01-08T23:24:54.611461+00:00
evt_001909,simulador_credito,click,0.1,20.6,2026-01-08T04:20:41.343008+00:00
evt_001909,simulador_credito,journey_start,0.3,1234.8,2026-01-09T00:34:53.343008+00:00
evt_001909,simulador_credito,conversion,1.0,14821.9,2026-01-18T11:01:59.343008+00:00
evt_001911,sem_oferta,click,0.1,72.3,2026-01-08T05:20:51.032088+00:00
evt_001911,sem_oferta,journey_start,0.3,1183.5,2026-01-08T23:52:03.032088+00:00
evt_001911,sem_oferta,conversion,1.0,18601.9,2026-01-21T02:10:27.032088+00:00
evt_001914,simulador_credito,click,0.1,110.6,2026-01-08T06:04:13.853401+00:00
evt_001914,simulador_credito,journey_start,0.3,905.2,2026-01-08T19:18:49.853401+00:00
evt_001915,educacao_financeira,click,0.1,81.2,2026-01-08T05:57:06.698956+00:00
evt_001919,sem_oferta,click,0.1,92.4,2026-01-08T06:22:59.696353+00:00
evt_001922,simulador_credito,click,0.1,172.5,2026-01-08T07:51:40.669604+00:00
evt_001929,simulador_credito,click,0.1,81.7,2026-01-08T06:54:59.900105+00:00
evt_001929,simulador_credito,journey_start,0.3,492.5,2026-01-08T13:45:47.900105+00:00
evt_001929,simulador_credito,conversion,1.0,4329.8,2026-01-11T05:43:05.900105+00:00
evt_001930,sem_oferta,click,0.1,63.9,2026-01-08T06:38:10.994963+00:00
evt_001931,simulador_credito,click,0.1,24.6,2026-01-08T06:00:01.807010+00:00
evt_001931,simulador_credito,journey_start,0.3,978.1,2026-01-08T21:53:31.807010+00:00
evt_001931,simulador_credito,conversion,1.0,19012.1,2026-01-21T10:27:31.807010+00:00
evt_001941,oferta_deposito,click,0.1,106.9,2026-01-08T08:24:05.358410+00:00
evt_001943,oferta_deposito,click,0.1,145.4,2026-01-08T09:15:11.301011+00:00
evt_001943,oferta_deposito,journey_start,0.3,888.2,2026-01-08T21:37:59.301011+00:00
evt_001943,oferta_deposito,conversion,1.0,19279.2,2026-01-21T16:08:59.301011+00:00
evt_001946,educacao_financeira,click,0.1,91.6,2026-01-08T08:37:47.498722+00:00
evt_001946,educacao_financeira,journey_start,0.3,942.7,2026-01-08T22:48:53.498722+00:00
evt_001950,simulador_credito,click,0.1,135.5,2026-01-08T09:32:18.705013+00:00
evt_001950,simulador_credito,journey_start,0.3,1389.5,2026-01-09T06:26:18.705013+00:00
evt_001950,simulador_credito,conversion,1.0,19115.8,2026-01-21T13:52:36.705013+00:00
evt_001952,oferta_deposito,click,0.1,115.5,2026-01-08T09:25:57.293459+00:00
evt_001952,oferta_deposito,journey_start,0.3,655.2,2026-01-08T18:25:39.293459+00:00
evt_001952,oferta_deposito,conversion,1.0,4192.4,2026-01-11T05:22:51.293459+00:00
evt_001954,educacao_financeira,click,0.1,142.8,2026-01-08T09:55:14.573611+00:00
evt_001954,educacao_financeira,journey_start,0.3,1304.8,2026-01-09T05:17:14.573611+00:00
evt_001954,educacao_financeira,conversion,1.0,14325.9,2026-01-18T06:18:20.573611+00:00
evt_001955,simulador_credito,click,0.1,153.0,2026-01-08T10:06:32.853424+00:00
evt_001955,simulador_credito,journey_start,0.3,961.5,2026-01-08T23:35:02.853424+00:00
evt_001955,simulador_credito,conversion,1.0,6626.1,2026-01-12T21:59:38.853424+00:00
evt_001960,oferta_deposito,click,0.1,164.3,2026-01-08T10:50:04.563372+00:00
evt_001961,oferta_deposito,click,0.1,143.9,2026-01-08T10:34:23.793300+00:00
evt_001961,oferta_deposito,journey_start,0.3,370.0,2026-01-08T14:20:29.793300+00:00
evt_001961,oferta_deposito,conversion,1.0,2009.0,2026-01-09T17:39:29.793300+00:00
evt_001963,sem_oferta,click,0.1,33.0,2026-01-08T08:48:38.604741+00:00
evt_001963,sem_oferta,journey_start,0.3,1371.6,2026-01-09T07:07:14.604741+00:00
evt_001963,sem_oferta,conversion,1.0,10684.7,2026-01-15T18:20:20.604741+00:00
evt_001970,simulador_credito,click,0.1,85.6,2026-01-08T10:12:37.015885+00:00
evt_001971,educacao_financeira,click,0.1,169.0,2026-01-08T11:36:42.540462+00:00
evt_001971,educacao_financeira,journey_start,0.3,1115.8,2026-01-09T03:23:30.540462+00:00
evt_001971,educacao_financeira,conversion,1.0,8599.5,2026-01-14T08:07:12.540462+00:00
evt_001973,sem_oferta,click,0.1,25.4,2026-01-08T09:28:54.632821+00:00
evt_001973,sem_oferta,journey_start,0.3,360.9,2026-01-08T15:04:24.632821+00:00
evt_001973,sem_oferta,conversion,1.0,3003.2,2026-01-10T11:06:42.632821+00:00
evt_001976,simulador_credito,click,0.1,174.9,2026-01-08T12:04:33.693422+00:00
evt_001976,simulador_credito,journey_start,0.3,769.2,2026-01-08T21:58:51.693422+00:00
evt_001976,simulador_credito,conversion,1.0,2807.7,2026-01-10T07:57:21.693422+00:00
evt_001977,simulador_credito,click,0.1,123.2,2026-01-08T11:20:33.749036+00:00
evt_001977,simulador_credito,journey_start,0.3,742.8,2026-01-08T21:40:09.749036+00:00
evt_001977,simulador_credito,conversion,1.0,13125.6,2026-01-17T12:02:57.749036+00:00
evt_001980,educacao_financeira,click,0.1,80.8,2026-01-08T10:59:12.419679+00:00
evt_001997,sem_oferta,click,0.1,10.8,2026-01-08T11:20:49.151020+00:00
evt_001997,sem_oferta,journey_start,0.3,515.0,2026-01-08T19:45:01.151020+00:00
evt_001997,sem_oferta,conversion,1.0,8298.2,2026-01-14T05:28:13.151020+00:00
evt_002000,sem_oferta,click,0.1,18.5,2026-01-08T11:49:51.118969+00:00
evt_002000,sem_oferta,journey_start,0.3,906.4,2026-01-09T02:37:45.118969+00:00
evt_002001,simulador_credito,click,0.1,40.9,2026-01-08T12:14:03.006992+00:00
evt_002001,simulador_credito,journey_start,0.3,870.0,2026-01-09T02:03:09.006992+00:00
evt_002001,simulador_credito,conversion,1.0,8155.6,2026-01-14T03:28:45.006992+00:00
evt_002005,sem_oferta,click,0.1,43.2,2026-01-08T12:33:17.907685+00:00
evt_002006,sem_oferta,click,0.1,123.9,2026-01-08T13:54:56.959904+00:00
evt_002006,sem_oferta,journey_start,0.3,1186.3,2026-01-09T07:37:20.959904+00:00
evt_002006,sem_oferta,conversion,1.0,4208.3,2026-01-11T09:59:20.959904+00:00
evt_002010,educacao_financeira,click,0.1,56.6,2026-01-08T12:56:59.027818+00:00
evt_002010,educacao_financeira,journey_start,0.3,1407.5,2026-01-09T11:27:53.027818+00:00
evt_002010,educacao_financeira,conversion,1.0,13995.3,2026-01-18T05:15:41.027818+00:00
evt_002013,oferta_deposito,click,0.1,50.3,2026-01-08T13:01:09.164115+00:00
evt_002013,oferta_deposito,journey_start,0.3,1361.5,2026-01-09T10:52:21.164115+00:00
evt_002013,oferta_deposito,conversion,1.0,4455.8,2026-01-11T14:26:39.164115+00:00
evt_002014,oferta_deposito,click,0.1,96.4,2026-01-08T13:48:46.849401+00:00
evt_002014,oferta_deposito,journey_start,0.3,607.5,2026-01-08T22:19:52.849401+00:00
evt_002015,educacao_financeira,click,0.1,30.4,2026-01-08T12:56:15.406389+00:00
evt_002015,educacao_financeira,journey_start,0.3,112.0,2026-01-08T14:17:51.406389+00:00
evt_002015,educacao_financeira,conversion,1.0,1900.3,2026-01-09T20:06:09.406389+00:00
evt_002017,simulador_credito,click,0.1,58.3,2026-01-08T13:35:39.580929+00:00
evt_002017,simulador_credito,journey_start,0.3,839.4,2026-01-09T02:36:45.580929+00:00
evt_002017,simulador_credito,conversion,1.0,15362.1,2026-01-19T04:39:27.580929+00:00
evt_002019,educacao_financeira,click,0.1,22.1,2026-01-08T13:03:46.523559+00:00
evt_002019,educacao_financeira,journey_start,0.3,1405.8,2026-01-09T12:07:28.523559+00:00
evt_002023,sem_oferta,click,0.1,165.3,2026-01-08T15:58:45.984409+00:00
evt_002027,simulador_credito,click,0.1,59.9,2026-01-08T14:54:54.072363+00:00
evt_002027,simulador_credito,journey_start,0.3,1267.7,2026-01-09T11:02:42.072363+00:00
evt_002027,simulador_credito,conversion,1.0,19968.5,2026-01-22T10:43:30.072363+00:00
evt_002031,sem_oferta,click,0.1,105.9,2026-01-08T16:04:48.946924+00:00
evt_002033,oferta_deposito,click,0.1,16.2,2026-01-08T14:45:18.578332+00:00
evt_002033,oferta_deposito,journey_start,0.3,128.7,2026-01-08T16:37:48.578332+00:00
evt_002033,oferta_deposito,conversion,1.0,14918.1,2026-01-18T23:07:12.578332+00:00
evt_002034,oferta_deposito,click,0.1,61.0,2026-01-08T15:46:30.575130+00:00
evt_002038,simulador_credito,click,0.1,124.7,2026-01-08T17:18:18.041124+00:00
evt_002038,simulador_credito,journey_start,0.3,628.1,2026-01-09T01:41:42.041124+00:00
evt_002038,simulador_credito,conversion,1.0,15862.4,2026-01-19T15:36:00.041124+00:00
evt_002040,educacao_financeira,click,0.1,45.9,2026-01-08T16:19:54.732654+00:00
evt_002040,educacao_financeira,journey_start,0.3,901.3,2026-01-09T06:35:18.732654+00:00
evt_002040,educacao_financeira,conversion,1.0,2489.0,2026-01-10T09:03:00.732654+00:00
evt_002041,simulador_credito,click,0.1,103.3,2026-01-08T17:21:18.265426+00:00
evt_002041,simulador_credito,journey_start,0.3,1064.1,2026-01-09T09:22:06.265426+00:00
evt_002041,simulador_credito,conversion,1.0,14649.9,2026-01-18T19:47:54.265426+00:00
evt_002042,simulador_credito,click,0.1,47.1,2026-01-08T16:29:06.677824+00:00
evt_002042,simulador_credito,journey_start,0.3,481.9,2026-01-08T23:43:54.677824+00:00
evt_002044,educacao_financeira,click,0.1,51.3,2026-01-08T16:40:37.567138+00:00
evt_002044,educacao_financeira,journey_start,0.3,386.0,2026-01-08T22:15:19.567138+00:00
evt_002045,sem_oferta,click,0.1,154.1,2026-01-08T18:40:50.865336+00:00
evt_002045,sem_oferta,journey_start,0.3,588.5,2026-01-09T01:55:14.865336+00:00
evt_002051,sem_oferta,click,0.1,99.4,2026-01-08T18:10:59.392048+00:00
evt_002053,oferta_deposito,click,0.1,30.8,2026-01-08T17:24:05.988998+00:00
evt_002054,sem_oferta,click,0.1,120.8,2026-01-08T18:56:35.272284+00:00
evt_002054,sem_oferta,journey_start,0.3,1275.0,2026-01-09T14:10:47.272284+00:00
evt_002054,sem_oferta,conversion,1.0,14440.3,2026-01-18T17:36:05.272284+00:00
evt_002056,sem_oferta,click,0.1,139.9,2026-01-08T19:30:49.092957+00:00
evt_002056,sem_oferta,journey_start,0.3,1125.5,2026-01-09T11:56:25.092957+00:00
evt_002056,sem_oferta,conversion,1.0,7991.6,2026-01-14T06:22:31.092957+00:00
evt_002057,simulador_credito,click,0.1,135.5,2026-01-08T19:39:52.581808+00:00
evt_002057,simulador_credito,journey_start,0.3,1421.4,2026-01-09T17:05:46.581808+00:00
evt_002057,simulador_credito,conversion,1.0,19932.1,2026-01-22T13:36:28.581808+00:00
evt_002063,sem_oferta,click,0.1,43.9,2026-01-08T18:47:08.595006+00:00
evt_002065,simulador_credito,click,0.1,77.9,2026-01-08T19:40:42.254221+00:00
evt_002065,simulador_credito,journey_start,0.3,1163.1,2026-01-09T13:45:54.254221+00:00
evt_002065,simulador_credito,conversion,1.0,1950.3,2026-01-10T02:53:06.254221+00:00
evt_002066,sem_oferta,click,0.1,73.4,2026-01-08T19:48:31.768721+00:00
evt_002069,educacao_financeira,click,0.1,96.3,2026-01-08T20:20:50.815595+00:00
evt_002070,educacao_financeira,click,0.1,84.5,2026-01-08T20:13:50.810496+00:00
evt_002076,simulador_credito,click,0.1,58.9,2026-01-08T20:11:28.420860+00:00
evt_002082,oferta_deposito,click,0.1,14.9,2026-01-08T19:41:57.838627+00:00
evt_002086,simulador_credito,click,0.1,107.6,2026-01-08T21:37:31.618681+00:00
evt_002086,simulador_credito,journey_start,0.3,653.5,2026-01-09T06:43:25.618681+00:00
evt_002090,educacao_financeira,click,0.1,66.1,2026-01-08T21:20:11.286429+00:00
evt_002090,educacao_financeira,journey_start,0.3,595.3,2026-01-09T06:09:23.286429+00:00
evt_002090,educacao_financeira,conversion,1.0,17812.8,2026-01-21T05:06:53.286429+00:00
evt_002094,oferta_deposito,click,0.1,48.6,2026-01-08T21:41:07.419512+00:00
evt_002096,sem_oferta,click,0.1,10.5,2026-01-08T21:06:42.611382+00:00
evt_002096,sem_oferta,journey_start,0.3,487.7,2026-01-09T05:03:54.611382+00:00
evt_002096,sem_oferta,conversion,1.0,17243.5,2026-01-20T20:19:42.611382+00:00
evt_002097,educacao_financeira,click,0.1,133.5,2026-01-08T23:11:20.612473+00:00
evt_002097,educacao_financeira,journey_start,0.3,950.8,2026-01-09T12:48:38.612473+00:00
evt_002099,sem_oferta,click,0.1,53.2,2026-01-08T21:56:07.510717+00:00
evt_002109,educacao_financeira,click,0.1,25.7,2026-01-08T22:34:07.739115+00:00
evt_002109,educacao_financeira,journey_start,0.3,197.5,2026-01-09T01:25:55.739115+00:00
evt_002109,educacao_financeira,conversion,1.0,3717.6,2026-01-11T12:06:01.739115+00:00
evt_002112,simulador_credito,click,0.1,13.5,2026-01-08T22:44:56.165197+00:00
evt_002113,oferta_deposito,click,0.1,112.6,2026-01-09T00:28:17.844251+00:00
evt_002113,oferta_deposito,journey_start,0.3,642.9,2026-01-09T09:18:35.844251+00:00
evt_002113,oferta_deposito,conversion,1.0,14369.9,2026-01-18T22:05:35.844251+00:00
evt_002114,educacao_financeira,click,0.1,12.4,2026-01-08T22:52:08.247127+00:00
evt_002116,simulador_credito,click,0.1,73.9,2026-01-09T00:07:26.476605+00:00
evt_002116,simulador_credito,journey_start,0.3,416.3,2026-01-09T05:49:50.476605+00:00
evt_002116,simulador_credito,conversion,1.0,16389.3,2026-01-20T08:02:50.476605+00:00
evt_002121,oferta_deposito,click,0.1,101.5,2026-01-09T00:44:17.992693+00:00
evt_002121,oferta_deposito,journey_start,0.3,994.4,2026-01-09T15:37:11.992693+00:00
evt_002121,oferta_deposito,conversion,1.0,16739.4,2026-01-20T14:02:11.992693+00:00
evt_002124,sem_oferta,click,0.1,20.3,2026-01-08T23:30:58.721964+00:00
evt_002124,sem_oferta,journey_start,0.3,1436.9,2026-01-09T23:07:34.721964+00:00
evt_002124,sem_oferta,conversion,1.0,15179.5,2026-01-19T12:10:10.721964+00:00
evt_002126,oferta_deposito,click,0.1,137.5,2026-01-09T01:33:43.756370+00:00
evt_002126,oferta_deposito,journey_start,0.3,963.5,2026-01-09T15:19:43.756370+00:00
evt_002126,oferta_deposito,conversion,1.0,17318.7,2026-01-20T23:54:55.756370+00:00
evt_002131,educacao_financeira,click,0.1,175.6,2026-01-09T02:37:00.667417+00:00
evt_002131,educacao_financeira,journey_start,0.3,982.0,2026-01-09T16:03:24.667417+00:00
evt_002131,educacao_financeira,conversion,1.0,17898.5,2026-01-21T09:59:54.667417+00:00
evt_002135,educacao_financeira,click,0.1,112.9,2026-01-09T02:05:45.580517+00:00
evt_002135,educacao_financeira,journey_start,0.3,1156.3,2026-01-09T19:29:09.580517+00:00
evt_002136,simulador_credito,click,0.1,139.5,2026-01-09T02:32:48.120705+00:00
evt_002140,simulador_credito,click,0.1,132.1,2026-01-09T02:44:59.386331+00:00
evt_002140,simulador_credito,journey_start,0.3,1302.7,2026-01-09T22:15:35.386331+00:00
evt_002142,oferta_deposito,click,0.1,121.7,2026-01-09T02:44:23.894733+00:00
evt_002142,oferta_deposito,journey_start,0.3,992.6,2026-01-09T17:15:17.894733+00:00
evt_002147,educacao_financeira,click,0.1,146.1,2026-01-09T03:22:16.138592+00:00
evt_002147,educacao_financeira,journey_start,0.3,1397.7,2026-01-10T00:13:52.138592+00:00
evt_002148,simulador_credito,click,0.1,138.0,2026-01-09T03:19:54.957882+00:00
evt_002148,simulador_credito,journey_start,0.3,1172.6,2026-01-09T20:34:30.957882+00:00
evt_002149,educacao_financeira,click,0.1,10.5,2026-01-09T01:13:35.931310+00:00
evt_002156,simulador_credito,click,0.1,165.4,2026-01-09T04:25:42.067080+00:00
evt_002156,simulador_credito,journey_start,0.3,642.4,2026-01-09T12:22:42.067080+00:00
evt_002160,sem_oferta,click,0.1,145.5,2026-01-09T04:32:38.199344+00:00
evt_002162,educacao_financeira,click,0.1,166.4,2026-01-09T05:06:54.444645+00:00
evt_002164,simulador_credito,click,0.1,132.4,2026-01-09T04:45:02.588331+00:00
evt_002164,simulador_credito,journey_start,0.3,1397.4,2026-01-10T01:50:02.588331+00:00
evt_002164,simulador_credito,conversion,1.0,7517.5,2026-01-14T07:50:08.588331+00:00
evt_002165,educacao_financeira,click,0.1,101.6,2026-01-09T04:38:46.841992+00:00
evt_002168,educacao_financeira,click,0.1,28.6,2026-01-09T04:00:51.482940+00:00
evt_002168,educacao_financeira,journey_start,0.3,336.0,2026-01-09T09:08:15.482940+00:00
evt_002168,educacao_financeira,conversion,1.0,4822.4,2026-01-12T11:54:39.482940+00:00
evt_002172,oferta_deposito,click,0.1,102.1,2026-01-09T05:56:28.231068+00:00
evt_002172,oferta_deposito,journey_start,0.3,423.0,2026-01-09T11:17:22.231068+00:00
evt_002172,oferta_deposito,conversion,1.0,17791.4,2026-01-21T12:45:46.231068+00:00
evt_002177,simulador_credito,click,0.1,23.0,2026-01-09T04:59:18.517592+00:00
evt_002191,simulador_credito,click,0.1,56.5,2026-01-09T06:49:48.798922+00:00
evt_002191,simulador_credito,journey_start,0.3,1222.0,2026-01-10T02:15:18.798922+00:00
evt_002208,oferta_deposito,click,0.1,16.1,2026-01-09T07:21:36.093486+00:00
evt_002212,simulador_credito,click,0.1,40.2,2026-01-09T08:05:14.364889+00:00
evt_002217,educacao_financeira,click,0.1,67.0,2026-01-09T09:19:07.551781+00:00
evt_002217,educacao_financeira,journey_start,0.3,708.2,2026-01-09T20:00:19.551781+00:00
evt_002217,educacao_financeira,conversion,1.0,5130.3,2026-01-12T21:42:25.551781+00:00
evt_002218,educacao_financeira,click,0.1,81.9,2026-01-09T09:38:21.174774+00:00
evt_002218,educacao_financeira,journey_start,0.3,165.5,2026-01-09T11:01:57.174774+00:00
evt_002220,oferta_deposito,click,0.1,48.0,2026-01-09T09:13:32.989760+00:00
evt_002220,oferta_deposito,journey_start,0.3,93.7,2026-01-09T09:59:14.989760+00:00
evt_002220,oferta_deposito,conversion,1.0,12558.8,2026-01-18T01:44:20.989760+00:00
evt_002223,simulador_credito,click,0.1,61.0,2026-01-09T09:36:07.907238+00:00
evt_002223,simulador_credito,journey_start,0.3,508.3,2026-01-09T17:03:25.907238+00:00
evt_002223,simulador_credito,conversion,1.0,7668.2,2026-01-14T16:23:19.907238+00:00
evt_002224,simulador_credito,click,0.1,150.7,2026-01-09T11:07:09.120465+00:00
evt_002224,simulador_credito,journey_start,0.3,1336.7,2026-01-10T06:53:09.120465+00:00
evt_002226,simulador_credito,click,0.1,146.4,2026-01-09T11:14:01.541794+00:00
evt_002226,simulador_credito,journey_start,0.3,880.5,2026-01-09T23:28:07.541794+00:00
evt_002226,simulador_credito,conversion,1.0,10407.1,2026-01-16T14:14:43.541794+00:00
evt_002227,oferta_deposito,click,0.1,82.7,2026-01-09T10:14:37.909561+00:00
evt_002227,oferta_deposito,journey_start,0.3,1074.7,2026-01-10T02:46:37.909561+00:00
evt_002227,oferta_deposito,conversion,1.0,2952.1,2026-01-11T10:04:01.909561+00:00
evt_002228,oferta_deposito,click,0.1,41.9,2026-01-09T09:43:27.172074+00:00
evt_002229,educacao_financeira,click,0.1,68.1,2026-01-09T10:14:40.278654+00:00
evt_002232,simulador_credito,click,0.1,147.1,2026-01-09T11:38:10.014163+00:00
evt_002232,simulador_credito,journey_start,0.3,399.1,2026-01-09T15:50:10.014163+00:00
evt_002232,simulador_credito,conversion,1.0,16814.1,2026-01-21T01:25:10.014163+00:00
evt_002234,sem_oferta,click,0.1,103.2,2026-01-09T11:20:20.456976+00:00
evt_002234,sem_oferta,journey_start,0.3,1209.7,2026-01-10T05:46:50.456976+00:00
evt_002234,sem_oferta,conversion,1.0,8287.5,2026-01-15T03:44:38.456976+00:00
evt_002236,simulador_credito,click,0.1,118.2,2026-01-09T11:38:45.536278+00:00
evt_002236,simulador_credito,journey_start,0.3,712.0,2026-01-09T21:32:33.536278+00:00
evt_002238,simulador_credito,click,0.1,56.9,2026-01-09T10:41:16.721954+00:00
evt_002238,simulador_credito,journey_start,0.3,781.1,2026-01-09T22:45:28.721954+00:00
evt_002239,oferta_deposito,click,0.1,154.6,2026-01-09T12:24:00.927547+00:00
evt_002239,oferta_deposito,journey_start,0.3,1270.9,2026-01-10T07:00:18.927547+00:00
evt_002239,oferta_deposito,conversion,1.0,7399.5,2026-01-14T13:08:54.927547+00:00
evt_002242,simulador_credito,click,0.1,158.1,2026-01-09T12:48:07.158942+00:00
evt_002242,simulador_credito,journey_start,0.3,466.5,2026-01-09T17:56:31.158942+00:00
evt_002255,simulador_credito,click,0.1,7.2,2026-01-09T11:05:34.283956+00:00
evt_002255,simulador_credito,journey_start,0.3,663.4,2026-01-09T22:01:46.283956+00:00
evt_002255,simulador_credito,conversion,1.0,4669.1,2026-01-12T16:47:28.283956+00:00
evt_002259,sem_oferta,click,0.1,101.6,2026-01-09T13:09:45.034282+00:00
evt_002259,sem_oferta,journey_start,0.3,1179.6,2026-01-10T07:07:45.034282+00:00
evt_002259,sem_oferta,conversion,1.0,4948.3,2026-01-12T21:56:27.034282+00:00
evt_002260,sem_oferta,click,0.1,27.0,2026-01-09T11:55:35.558118+00:00
evt_002260,sem_oferta,journey_start,0.3,696.1,2026-01-09T23:04:41.558118+00:00
evt_002260,sem_oferta,conversion,1.0,1788.1,2026-01-10T17:16:41.558118+00:00
evt_002261,oferta_deposito,click,0.1,24.5,2026-01-09T11:54:58.911035+00:00
evt_002261,oferta_deposito,journey_start,0.3,208.7,2026-01-09T14:59:10.911035+00:00
evt_002261,oferta_deposito,conversion,1.0,14780.1,2026-01-19T17:50:34.911035+00:00
evt_002266,oferta_deposito,click,0.1,71.9,2026-01-09T13:13:53.055969+00:00
evt_002266,oferta_deposito,journey_start,0.3,733.5,2026-01-10T00:15:29.055969+00:00
evt_002269,educacao_financeira,click,0.1,94.7,2026-01-09T13:49:01.530217+00:00
evt_002269,educacao_financeira,journey_start,0.3,1237.2,2026-01-10T08:51:31.530217+00:00
evt_002269,educacao_financeira,conversion,1.0,15232.0,2026-01-20T02:06:19.530217+00:00
evt_002277,simulador_credito,click,0.1,25.5,2026-01-09T13:53:40.645136+00:00
evt_002284,sem_oferta,click,0.1,24.8,2026-01-09T14:52:08.252971+00:00
evt_002285,simulador_credito,click,0.1,119.8,2026-01-09T16:30:11.517754+00:00
evt_002287,sem_oferta,click,0.1,79.1,2026-01-09T16:15:34.764533+00:00
evt_002288,oferta_deposito,click,0.1,148.0,2026-01-09T17:26:56.570928+00:00
evt_002290,oferta_deposito,click,0.1,38.8,2026-01-09T16:02:14.915561+00:00
evt_002293,oferta_deposito,click,0.1,152.6,2026-01-09T18:07:59.335522+00:00
evt_002293,oferta_deposito,journey_start,0.3,339.1,2026-01-09T21:14:29.335522+00:00
evt_002293,oferta_deposito,conversion,1.0,1889.5,2026-01-10T23:04:53.335522+00:00
