event_id,occurred_at,subject_key,segment,channel,age,job,month,poutcome,previous,base_propensity,available_arms,logging_policy,chosen_arm
evt_001503,2026-01-06T16:24:06.260759+00:00,sub_013282,novo,web,44,admin.,jul,nonexistent,0,0.0745,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001504,2026-01-06T16:37:45.299047+00:00,sub_024608,novo,app,50,technician,nov,nonexistent,0,0.037,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001505,2026-01-06T16:56:45.357611+00:00,sub_009987,novo,web,57,retired,jun,nonexistent,0,0.0518,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001506,2026-01-06T16:57:00.779443+00:00,sub_037652,novo,app,32,technician,aug,nonexistent,0,0.301,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001507,2026-01-06T17:01:41.776917+00:00,sub_019764,novo,web,51,technician,aug,nonexistent,0,0.0521,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001508,2026-01-06T17:03:23.011841+00:00,sub_035556,recorrente,email,41,admin.,may,failure,1,0.0669,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001509,2026-01-06T17:20:39.269786+00:00,sub_028142,novo,email,24,admin.,apr,nonexistent,0,0.1577,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001510,2026-01-06T17:37:51.150048+00:00,sub_013730,novo,app,32,unknown,jul,nonexistent,0,0.0427,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001511,2026-01-06T17:39:12.913548+00:00,sub_009401,novo,web,29,admin.,jun,nonexistent,0,0.0412,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001512,2026-01-06T17:45:13.818959+00:00,sub_030641,novo,web,34,admin.,may,nonexistent,0,0.0712,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001513,2026-01-06T17:56:31.521034+00:00,sub_013622,novo,web,29,blue-collar,jul,nonexistent,0,0.0593,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001514,2026-01-06T17:59:07.485901+00:00,sub_010167,novo,web,52,blue-collar,jun,nonexistent,0,0.0337,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001515,2026-01-06T18:04:32.947966+00:00,sub_038320,novo,email,25,admin.,oct,nonexistent,0,0.3531,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001516,2026-01-06T18:16:15.397032+00:00,sub_019878,novo,web,36,technician,aug,nonexistent,0,0.0612,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001517,2026-01-06T18:25:53.787153+00:00,sub_002000,novo,app,42,self-employed,may,nonexistent,0,0.0321,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001518,2026-01-06T18:27:22.709245+00:00,sub_020378,novo,email,31,unemployed,aug,nonexistent,0,0.0605,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001519,2026-01-06T18:34:40.605148+00:00,sub_018978,novo,email,30,admin.,aug,nonexistent,0,0.0606,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001520,2026-01-06T18:42:13.200932+00:00,sub_035585,novo,app,38,admin.,may,nonexistent,0,0.1022,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001521,2026-01-06T18:59:02.084077+00:00,sub_029307,novo,web,37,technician,apr,nonexistent,0,0.126,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001522,2026-01-06T19:03:48.813464+00:00,sub_007881,novo,email,39,services,jun,nonexistent,0,0.0385,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001523,2026-01-06T19:08:48.108488+00:00,sub_006196,novo,web,33,self-employed,may,nonexistent,0,0.0321,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001524,2026-01-06T19:09:37.000751+00:00,sub_024860,novo,web,41,admin.,nov,nonexistent,0,0.0705,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001525,2026-01-06T19:16:38.137104+00:00,sub_001951,novo,email,31,admin.,may,nonexistent,0,0.0401,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001526,2026-01-06T19:18:44.754479+00:00,sub_013139,novo,email,43,housemaid,jul,nonexistent,0,0.0639,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001527,2026-01-06T19:22:56.879350+00:00,sub_005692,novo,web,24,blue-collar,may,nonexistent,0,0.0317,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001528,2026-01-06T19:43:33.545473+00:00,sub_000846,novo,app,24,services,may,nonexistent,0,0.0361,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001529,2026-01-06T19:45:21.889770+00:00,sub_037844,novo,web,25,student,aug,nonexistent,0,0.3546,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001530,2026-01-06T19:52:31.358191+00:00,sub_003699,novo,email,31,blue-collar,may,nonexistent,0,0.0287,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001531,2026-01-06T20:00:14.033139+00:00,sub_000381,novo,app,33,admin.,may,nonexistent,0,0.0373,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001532,2026-01-06T20:07:04.974883+00:00,sub_038423,reativado,web,34,technician,oct,success,1,0.7325,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001533,2026-01-06T20:10:49.416402+00:00,sub_007756,novo,web,33,technician,may,nonexistent,0,0.0355,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001534,2026-01-06T20:12:17.279760+00:00,sub_033632,novo,app,40,blue-collar,may,nonexistent,0,0.0721,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001535,2026-01-06T20:25:26.094675+00:00,sub_001288,novo,web,30,services,may,nonexistent,0,0.0345,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001536,2026-01-06T20:27:28.394522+00:00,sub_006324,novo,email,38,blue-collar,may,nonexistent,0,0.03,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001537,2026-01-06T20:31:57.071598+00:00,sub_004556,novo,app,59,entrepreneur,may,nonexistent,0,0.0357,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001538,2026-01-06T20:32:40.531349+00:00,sub_029089,novo,web,42,blue-collar,apr,nonexistent,0,0.1769,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001539,2026-01-06T20:34:37.358662+00:00,sub_025542,recorrente,email,50,blue-collar,nov,failure,1,0.0341,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001540,2026-01-06T20:36:25.146794+00:00,sub_019584,novo,app,56,retired,aug,nonexistent,0,0.0723,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001541,2026-01-06T20:40:11.993017+00:00,sub_009952,novo,web,37,admin.,jun,nonexistent,0,0.04,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001542,2026-01-06T20:43:27.843245+00:00,sub_003659,novo,app,34,blue-collar,may,nonexistent,0,0.0315,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001543,2026-01-06T20:43:42.755926+00:00,sub_023444,novo,web,47,unknown,aug,nonexistent,0,0.0457,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001544,2026-01-06T20:45:04.999059+00:00,sub_009502,novo,web,39,blue-collar,jun,nonexistent,0,0.0337,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001545,2026-01-06T20:54:39.063371+00:00,sub_024308,novo,app,51,management,nov,nonexistent,0,0.0677,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001546,2026-01-06T21:00:12.177983+00:00,sub_028315,novo,app,24,services,apr,nonexistent,0,0.198,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001547,2026-01-06T21:04:17.178849+00:00,sub_034986,novo,web,27,blue-collar,may,nonexistent,0,0.0736,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001548,2026-01-06T21:06:57.153388+00:00,sub_020346,novo,email,44,admin.,aug,nonexistent,0,0.0595,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001549,2026-01-06T21:12:49.010914+00:00,sub_000195,novo,app,48,blue-collar,may,nonexistent,0,0.0314,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001550,2026-01-06T21:16:43.013673+00:00,sub_011560,novo,email,58,blue-collar,jun,nonexistent,0,0.0337,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001551,2026-01-06T21:29:34.185273+00:00,sub_035148,novo,app,22,services,may,nonexistent,0,0.0739,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001552,2026-01-06T21:45:39.252963+00:00,sub_021963,novo,web,33,admin.,aug,nonexistent,0,0.0589,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001553,2026-01-06T21:49:29.433872+00:00,sub_025500,novo,web,29,admin.,nov,nonexistent,0,0.0603,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001554,2026-01-06T21:51:37.725359+00:00,sub_018856,novo,web,37,student,aug,nonexistent,0,0.074,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001555,2026-01-06T21:54:55.946608+00:00,sub_006703,novo,app,27,blue-collar,may,nonexistent,0,0.0353,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001556,2026-01-06T22:17:41.798044+00:00,sub_036933,novo,email,38,admin.,jun,nonexistent,0,0.2727,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001557,2026-01-06T22:17:42.518559+00:00,sub_031835,novo,app,43,self-employed,may,nonexistent,0,0.1017,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001558,2026-01-06T22:19:14.968864+00:00,sub_040989,recorrente,email,24,student,oct,failure,2,0.402,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001559,2026-01-06T22:25:40.852368+00:00,sub_035235,novo,web,24,technician,may,nonexistent,0,0.1038,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001560,2026-01-06T22:27:21.820917+00:00,sub_011991,novo,web,42,management,jun,nonexistent,0,0.0321,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001561,2026-01-06T22:49:22.042987+00:00,sub_010472,novo,app,52,entrepreneur,jun,nonexistent,0,0.0335,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001562,2026-01-06T22:49:29.704556+00:00,sub_010234,novo,web,38,technician,jun,nonexistent,0,0.0366,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001563,2026-01-06T22:49:48.263923+00:00,sub_037843,novo,email,25,student,aug,nonexistent,0,0.3546,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001564,2026-01-06T22:55:08.403606+00:00,sub_022939,novo,email,43,technician,aug,nonexistent,0,0.051,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001565,2026-01-06T23:17:27.167597+00:00,sub_018718,novo,email,41,blue-collar,jul,nonexistent,0,0.0615,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001566,2026-01-06T23:18:57.243043+00:00,sub_039880,reativado,app,24,student,jun,success,1,0.7893,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001567,2026-01-06T23:26:04.852563+00:00,sub_024853,recorrente,web,36,housemaid,nov,failure,1,0.0359,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001568,2026-01-06T23:26:29.683863+00:00,sub_037457,novo,web,28,admin.,aug,nonexistent,0,0.2709,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001569,2026-01-06T23:28:24.252841+00:00,sub_040555,recorrente,email,34,admin.,sep,failure,2,0.3175,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001570,2026-01-06T23:35:17.046661+00:00,sub_003272,novo,email,53,unemployed,may,nonexistent,0,0.033,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001571,2026-01-06T23:39:28.854235+00:00,sub_014890,novo,email,25,services,jul,nonexistent,0,0.0649,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001572,2026-01-06T23:41:27.155648+00:00,sub_030237,novo,app,55,admin.,apr,nonexistent,0,0.2097,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001573,2026-01-06T23:43:14.540481+00:00,sub_033492,recorrente,app,45,blue-collar,may,failure,1,0.0571,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001574,2026-01-06T23:43:22.177859+00:00,sub_006115,novo,email,47,blue-collar,may,nonexistent,0,0.0331,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001575,2026-01-06T23:43:26.024110+00:00,sub_013114,novo,email,28,technician,jul,nonexistent,0,0.0748,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001576,2026-01-06T23:58:25.529168+00:00,sub_022578,novo,web,31,technician,aug,nonexistent,0,0.0585,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001577,2026-01-06T23:59:21.597421+00:00,sub_032918,novo,app,47,blue-collar,may,nonexistent,0,0.0946,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001578,2026-01-06T23:59:28.796772+00:00,sub_004652,novo,app,42,admin.,may,nonexistent,0,0.0442,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001579,2026-01-07T00:02:43.479651+00:00,sub_024743,novo,email,34,admin.,nov,nonexistent,0,0.0688,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001580,2026-01-07T00:07:28.033444+00:00,sub_012209,novo,web,49,technician,jul,nonexistent,0,0.0474,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001581,2026-01-07T00:08:54.737617+00:00,sub_008911,novo,web,36,blue-collar,jun,nonexistent,0,0.0222,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001582,2026-01-07T00:10:00.883978+00:00,sub_021228,novo,email,36,admin.,aug,nonexistent,0,0.0616,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001583,2026-01-07T00:15:14.748580+00:00,sub_017052,novo,app,42,technician,jul,nonexistent,0,0.07,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001584,2026-01-07T00:17:36.390848+00:00,sub_026183,novo,email,47,self-employed,nov,nonexistent,0,0.0598,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001585,2026-01-07T00:21:20.843115+00:00,sub_013082,novo,app,42,technician,jul,nonexistent,0,0.0534,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001586,2026-01-07T00:36:45.650981+00:00,sub_033909,novo,email,50,blue-collar,may,nonexistent,0,0.0955,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001587,2026-01-07T00:41:54.860185+00:00,sub_003217,novo,email,44,blue-collar,may,nonexistent,0,0.0354,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001588,2026-01-07T00:42:13.489254+00:00,sub_035499,novo,web,23,blue-collar,may,nonexistent,0,0.0967,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001589,2026-01-07T00:56:43.775621+00:00,sub_001228,novo,app,35,services,may,nonexistent,0,0.0343,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001590,2026-01-07T00:59:07.610539+00:00,sub_030310,novo,app,28,admin.,apr,nonexistent,0,0.1502,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001591,2026-01-07T01:02:25.395553+00:00,sub_014270,novo,app,31,blue-collar,jul,nonexistent,0,0.0598,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001592,2026-01-07T01:05:38.751201+00:00,sub_015788,novo,email,43,admin.,jul,nonexistent,0,0.0744,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001593,2026-01-07T01:13:32.238227+00:00,sub_000783,novo,app,38,blue-collar,may,nonexistent,0,0.0322,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001594,2026-01-07T01:22:44.312811+00:00,sub_028918,recorrente,web,54,services,apr,failure,1,0.1275,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001595,2026-01-07T01:30:43.471468+00:00,sub_006816,novo,web,44,blue-collar,may,nonexistent,0,0.0317,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001596,2026-01-07T01:32:12.373247+00:00,sub_027149,recorrente,email,42,entrepreneur,nov,failure,1,0.0402,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001597,2026-01-07T01:39:34.673212+00:00,sub_029868,novo,email,41,admin.,apr,nonexistent,0,0.2033,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001598,2026-01-07T01:44:20.804725+00:00,sub_034813,novo,web,33,blue-collar,may,nonexistent,0,0.1,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001599,2026-01-07T01:44:31.627126+00:00,sub_029164,novo,email,45,blue-collar,apr,nonexistent,0,0.1713,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001600,2026-01-07T01:48:15.560000+00:00,sub_012418,novo,web,57,management,jul,nonexistent,0,0.0726,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001601,2026-01-07T01:53:16.479749+00:00,sub_030420,novo,web,30,student,apr,nonexistent,0,0.1644,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001602,2026-01-07T01:56:25.520568+00:00,sub_034019,novo,app,23,blue-collar,may,nonexistent,0,0.0781,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001603,2026-01-07T01:56:47.111504+00:00,sub_013062,novo,app,28,services,jul,nonexistent,0,0.0406,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001604,2026-01-07T01:56:52.327972+00:00,sub_005114,novo,web,31,admin.,may,nonexistent,0,0.0442,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001605,2026-01-07T02:05:46.202381+00:00,sub_036658,novo,app,49,admin.,jun,nonexistent,0,0.37,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001606,2026-01-07T02:15:03.505588+00:00,sub_006093,novo,app,37,blue-collar,may,nonexistent,0,0.0356,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001607,2026-01-07T02:21:39.745210+00:00,sub_024458,novo,web,42,admin.,nov,nonexistent,0,0.0677,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001608,2026-01-07T02:42:53.389867+00:00,sub_009731,novo,web,28,blue-collar,jun,nonexistent,0,0.0353,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001609,2026-01-07T02:52:52.319794+00:00,sub_005190,novo,email,48,technician,may,nonexistent,0,0.0385,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001610,2026-01-07T02:56:19.028621+00:00,sub_031978,recorrente,email,35,technician,may,failure,1,0.0749,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001611,2026-01-07T02:56:42.249794+00:00,sub_005919,novo,email,40,blue-collar,may,nonexistent,0,0.0315,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001612,2026-01-07T02:56:58.381033+00:00,sub_027605,novo,app,30,blue-collar,nov,nonexistent,0,0.0486,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001613,2026-01-07T02:57:18.328599+00:00,sub_028547,recorrente,web,30,admin.,apr,failure,1,0.1475,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001614,2026-01-07T03:11:24.071321+00:00,sub_002480,novo,email,46,blue-collar,may,nonexistent,0,0.0353,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001615,2026-01-07T03:16:48.381621+00:00,sub_007123,novo,web,47,services,may,nonexistent,0,0.0335,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001616,2026-01-07T03:17:25.154213+00:00,sub_032718,recorrente,web,29,technician,may,failure,1,0.0721,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001617,2026-01-07T03:17:27.391015+00:00,sub_020894,novo,web,50,technician,aug,nonexistent,0,0.0527,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001618,2026-01-07T03:22:01.822779+00:00,sub_004998,novo,web,36,services,may,nonexistent,0,0.0251,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001619,2026-01-07T03:23:59.275066+00:00,sub_040849,recorrente,web,35,admin.,sep,failure,2,0.3073,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001620,2026-01-07T03:32:18.021652+00:00,sub_010914,novo,app,31,blue-collar,jun,nonexistent,0,0.035,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001621,2026-01-07T03:32:32.124480+00:00,sub_000165,novo,web,37,entrepreneur,may,nonexistent,0,0.0395,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001622,2026-01-07T03:48:02.944126+00:00,sub_038064,novo,app,30,self-employed,sep,nonexistent,0,0.279,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001623,2026-01-07T04:00:07.388493+00:00,sub_000682,novo,email,36,self-employed,may,nonexistent,0,0.0368,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001624,2026-01-07T04:03:35.393851+00:00,sub_022791,novo,email,56,retired,aug,nonexistent,0,0.0699,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001625,2026-01-07T04:06:45.794540+00:00,sub_040903,novo,web,31,technician,oct,nonexistent,0,0.4364,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001626,2026-01-07T04:07:55.713957+00:00,sub_023798,novo,web,33,technician,aug,nonexistent,0,0.0644,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001627,2026-01-07T04:09:00.688700+00:00,sub_024080,novo,email,27,self-employed,nov,nonexistent,0,0.0509,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001628,2026-01-07T04:10:21.525337+00:00,sub_015988,novo,web,58,retired,jul,nonexistent,0,0.0439,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001629,2026-01-07T04:11:34.961413+00:00,sub_005227,novo,web,54,technician,may,nonexistent,0,0.0428,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001630,2026-01-07T04:17:32.564991+00:00,sub_023588,novo,app,35,technician,aug,nonexistent,0,0.0511,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001631,2026-01-07T04:25:50.097260+00:00,sub_036958,reativado,app,51,technician,jul,success,1,0.6727,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_001632,2026-01-07T04:29:41.265028+00:00,sub_003752,novo,app,28,blue-collar,may,nonexistent,0,0.0285,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001633,2026-01-07T04:37:31.724878+00:00,sub_036261,novo,app,57,admin.,jun,nonexistent,0,0.3798,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001634,2026-01-07T04:49:36.766953+00:00,sub_017094,novo,email,28,blue-collar,jul,nonexistent,0,0.0624,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_001635,2026-01-07T04:51:40.480643+00:00,sub_022085,novo,web,30,technician,aug,nonexistent,0,0.0535,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_001636,2026-01-07T04:52:19.363329+00:00,sub_006812,novo,email,34,admin.,may,nonexistent,0,0.0401,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001637,2026-01-07T04:55:26.732837+00:00,sub_025610,novo,web,34,admin.,nov,nonexistent,0,0.0668,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_001638,2026-01-07T04:55:56.258406+00:00,sub_007510,novo,email,46,technician,may,nonexistent,0,0.0356,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
